,TF,Target,Mode,PMID,TF_age,Tg_age
5649,Sp1,Lipe,Activation,11812735,,
5650,Sp1,Lmna,Unknown,15219855,,Eumetazoa
5651,Sp1,Lor,Repression,23341029,,
5652,Sp1,Lpl,Unknown,15755745,,Eumetazoa
5653,Sp1,Ltf,Repression,15265983,,Mammalia
5654,Sp1,Mapk1,Unknown,10727414;12220517,,Eukaryota
5655,Sp1,Mbp,Unknown,10457364;1690988,,Vertebrata
5656,Sp1,Mertk,Unknown,12153576,,Opisthokonta
5657,Sp1,Met,Activation,12569082;21831840,,Eumetazoa
5658,Sp1,Met,Repression,10713700;21831840,,Eumetazoa
5659,Sp1,Met,Unknown,12473536,,Eumetazoa
5660,Sp1,Mfn2,Activation,22253285,,Opisthokonta
5661,Sp1,Mgarp,Activation,23209644,,Vertebrata
5662,Sp1,Mgp,Activation,19306294,,Vertebrata
5663,Sp1,Mgst1,Unknown,21216258,,Eumetazoa
5664,Sp1,Mif,Activation,19747950,,Eukaryota
5665,Sp1,Riox2,Unknown,24324617,,Opisthokonta
5666,Sp1,Mmp2,Unknown,19770485,,Eumetazoa
5667,Sp1,Mmp28,Unknown,11574168,,Vertebrata
5668,Sp1,Mmp9,Activation,8226872,,Vertebrata
5669,Sp1,Me1,Unknown,9872397,,Cellular_organisms
5670,Sp1,Mrc1,Repression,9354684,,Eumetazoa
5671,Sp1,Mta2,Unknown,11368903,,Eumetazoa
5672,Sp1,Muc5ac,Unknown,14570593,,
5673,Sp1,Myb,Activation,10567569,,Eukaryota
5674,Sp1,Myb,Unknown,2481264,,Eukaryota
5675,Sp1,Myc,Repression,12153142,,Eumetazoa
5676,Sp1,Myh11,Activation,8635248,,Euk+Bac
5677,Sp1,Nkx2-1,Unknown,15264213,,Eumetazoa
5678,Sp1,Nanog,Activation,16541131,,Mammalia
5679,Sp1,Nanog,Repression,16541131,,Mammalia
5680,Sp1,Napepld,Unknown,21233218,,Cellular_organisms
5681,Sp1,Nat2,Unknown,12904181,,Euk+Bac
5682,Sp1,Ndrg1,Unknown,17909017,,Eukaryota
5683,Sp1,Nes,Unknown,15135078,,Eukaryota
5684,Sp1,Nf1,Unknown,10435592,,Eukaryota
5685,Sp1,Nfatc1,Unknown,18156209,,Vertebrata
5686,Sp1,Ngb,Unknown,22239089,,Euk+Bac
5687,Sp1,Ngfr,Repression,21105874,,Eumetazoa
5688,Sp1,Nos3,Activation,12089157;18252813,,Euk+Bac
5689,Sp1,Nos3,Unknown,15180995,,Euk+Bac
5690,Sp1,Notch1,Unknown,24301524,,Eukaryota
5691,Sp1,Npr1,Activation,20864529;24451378,,Euk+Bac
5692,Sp1,Nr1h2,Unknown,10675617,,Eumetazoa
5693,Sp1,Nr1h3,Unknown,10675617,,Eumetazoa
5694,Sp1,Nr5a1,Unknown,9013759,,Eumetazoa
5695,Sp1,Nrgn,Activation,21068393,,Mammalia
5696,Sp1,Nrp1,Activation,19590177,,Vertebrata
5697,Sp1,Oprd1,Activation,11455020,,Eumetazoa
5698,Sp1,Oprk1,Unknown,12171913,,Eumetazoa
5699,Sp1,Oprm1,Activation,12670713,,
5700,Sp1,Oprm1,Unknown,9765304,,
5701,Sp1,Parg,Unknown,22915039,,Eukaryota
5702,Sp1,Parp1,Activation,17961220,,Eukaryota
5703,Sp1,Pcyt1a,Activation,10744779;12794070;15247247,,Eukaryota
5704,Sp1,Pcyt1a,Repression,16484221,,Eukaryota
5705,Sp1,Pcyt1a,Unknown,10216289;16157598,,Eukaryota
5706,Sp1,Pde6a,Unknown,9770645,,Vertebrata
5707,Sp1,Pde6b,Repression,15781457,,Opisthokonta
5708,Sp1,Pemt,Repression,20150657,,
5709,Sp1,Pgr,Unknown,20087433,,Vertebrata
5710,Sp1,Phgdh,Unknown,15139021,,Cellular_organisms
5711,Sp1,Pkd1,Unknown,17890878,,Eumetazoa
5712,Sp1,Pla2g16,Unknown,12054540,,
5713,Sp1,Plaur,Unknown,7929309,,Mammalia
5714,Sp1,Pld2,Repression,23898047,,Eukaryota
5715,Sp1,Pou5f1,Unknown,10512200;8152920,,Mammalia
5716,Sp1,Ppm1a,Unknown,10964515,,Eukaryota
5717,Sp1,Prdx6,Unknown,10395907,,Cellular_organisms
5718,Sp1,Prkar2b,Unknown,1332964,,Euk+Bac
5719,Sp1,Prkra,Activation,16339759,,Eumetazoa
5720,Sp1,Proc,Activation,21745612,,Euk+Bac
5721,Sp1,Ptdss1,Activation,21068393,,Eukaryota
5722,Sp1,Ptges2,Unknown,17064959,,Eukaryota
5723,Sp1,Ptgs1,Activation,12089157,,Eukaryota
5724,Sp1,Ptgs2,Activation,17012241,,Eukaryota
5725,Sp1,Nectin2,Unknown,16250013,,Eumetazoa
5726,Sp1,Rac2,Activation,10098607,,Eukaryota
5727,Sp1,Rac2,Repression,10098607,,Eukaryota
5728,Sp1,Ren1,Activation,14761860,,Eukaryota
5729,Sp1,Rest,Activation,21179468,,Vertebrata
5730,Sp1,Rho,Activation,15781457,,Eumetazoa
5731,Sp1,Rhox5,Activation,19285002,,
5732,Sp1,Rnf141,Unknown,18584306,,Eumetazoa
5733,Sp1,Rnls,Unknown,25295465,,Eumetazoa
5734,Sp1,Runx2,Activation,19017640,,Eumetazoa
5735,Sp1,Scarb1,Unknown,23192982,,Eukaryota
5736,Sp1,Sct,Activation,17875929,,Mammalia
5737,Sp1,Sell,Activation,19041738,,Eumetazoa
5738,Sp1,Serpine1,Unknown,17890327,,Cellular_organisms
5739,Sp1,Setdb1,Activation,17142323,,Eukaryota
5740,Sp1,Sftpb,Unknown,19096034,,Eukaryota
5741,Sp1,Sh3gl1,Unknown,16990610,,Eukaryota
5742,Sp1,Sirt1,Activation,23843607,,Euk+Bac
5743,Sp1,Sirt1,Unknown,21216258,,Euk+Bac
5744,Sp1,Skil,Unknown,17625116,,Eumetazoa
5745,Sp1,Slc11a1,Unknown,12840021,,Euk+Bac
5746,Sp1,Slc25a4,Unknown,14720305,,Eukaryota
5747,Sp1,Slc2a1,Activation,18249093,,Euk+Bac
5748,Sp1,Slc2a3,Repression,15054091,,Euk+Bac
5749,Sp1,Slc2a4,Unknown,22016564,,Euk+Bac
5750,Sp1,Slc3a2,Unknown,17023546,,Euk+Bac
5751,Sp1,Slc5a1,Repression,15664265,,Euk+Bac
5752,Sp1,Slc5a1,Unknown,20060848,,Euk+Bac
5753,Sp1,Slc5a2,Unknown,20060848,,Euk+Bac
5754,Sp1,Slc7a5,Unknown,17023546,,Euk+Bac
5755,Sp1,Slc9a2,Activation,11287330,,Cellular_organisms
5756,Sp1,Smad7,Unknown,10843994,,Eumetazoa
5757,Sp1,Smarcc1,Unknown,15187086,,Eukaryota
5758,Sp1,Socs3,Unknown,18571793;22311708,,Eumetazoa
5759,Sp1,Sod2,Unknown,22009531,,Cellular_organisms
5760,Sp1,Sod3,Activation,15451065,,Cellular_organisms
5761,Sp1,Sp1,Unknown,9164849,,
5762,Sp1,Sp4,Repression,11245974,,Eumetazoa
5763,Sp1,Sparc,Unknown,20687958,,Eumetazoa
5764,Sp1,Src,Activation,10625617,,Eukaryota
5765,Sp1,Srebf1,Activation,20179320;24458133,,Eumetazoa
5766,Sp1,Srebf1,Unknown,10918064;15462672;23315940,,Eumetazoa
5767,Sp1,St8sia1,Unknown,11098147,,Eukaryota
5768,Sp1,Star,Unknown,10919277,,Vertebrata
5769,Sp1,Sult1a1,Unknown,9516473,,Mammalia
5770,Sp1,Syn2,Unknown,8034599,,Eumetazoa
5771,Sp1,Tal1,Unknown,9786909,,Eumetazoa
5772,Sp1,Tec,Activation,9177279,,Eukaryota
5773,Sp1,Tec,Unknown,19843184,,Eukaryota
5774,Sp1,Tert,Activation,15511642,,Eukaryota
5775,Sp1,Tert,Unknown,11562751,,Eukaryota
5776,Sp1,Tesc,Activation,20540995,,Eukaryota
5777,Sp1,Tfap2c,Unknown,12801994,,Eumetazoa
5778,Sp1,Tgfbr2,Unknown,10766860;12840808,,Eumetazoa
5779,Sp1,Tgm1,Activation,15061870,,Eumetazoa
5780,Sp1,Thra,Repression,14715929,,Eumetazoa
5781,Sp1,Timp3,Unknown,20056610,,Eumetazoa
5782,Sp1,Tlr2,Unknown,11739511,,Vertebrata
5783,Sp1,Tnf,Unknown,12509451;20221720,,Vertebrata
5784,Sp1,Tnfaip3,Unknown,15843561,,Eumetazoa
5785,Sp1,Tnfsf11,Activation,16052479,,Vertebrata
5786,Sp1,Tnk1,Unknown,19481140,,Eukaryota
5787,Sp1,Tpt1,Activation,14755691,,Eukaryota
5788,Sp1,Tpt1,Unknown,11997040;21858218,,Eukaryota
5789,Sp1,Trf,Unknown,8548503,,
5790,Sp1,Tspo,Unknown,17402746,,Cellular_organisms
5791,Sp1,Txlng,Activation,23463631,,Eukaryota
5792,Sp1,Tyms,Unknown,9218479,,Euk+Bac
5793,Sp1,Ucp2,Unknown,11150307,,Eukaryota
5794,Sp1,Ucp3,Activation,24391766,,Eukaryota
5795,Sp1,Vegfa,Activation,14662796;18021292,,Vertebrata
5796,Sp1,Vegfa,Repression,10910082,,Vertebrata
5797,Sp1,Vegfa,Unknown,11191053;12119294;12975317;16835303;9264407,,Vertebrata
5798,Sp1,Wnt9a,Unknown,24778176,,Eumetazoa
5799,Sp1,Zbtb14,Activation,9618270,,Opisthokonta
5800,Sp1,Ngfr,Activation,21105874,,Eumetazoa
5801,Sp2,Alox8,Unknown,14711820,Vertebrata,Euk+Bac
5802,Sp2,B4galnt1,Activation,24102378,Vertebrata,Eumetazoa
5803,Sp2,Col2a1,Unknown,11447232,Vertebrata,Eumetazoa
5804,Sp2,Dhfr,Unknown,14726517,Vertebrata,Euk+Bac
5805,Sp2,Ets1,Unknown,16300938,Vertebrata,Eumetazoa
5806,Sp2,Id3,Unknown,16216350,Vertebrata,Eumetazoa
5807,Sp2,Mgp,Unknown,19306294,Vertebrata,Vertebrata
5808,Sp2,Pcyt1a,Repression,10744779,Vertebrata,Eukaryota
5809,Sp2,Ucp2,Unknown,11150307,Vertebrata,Eukaryota
5810,Sp3,Acaca,Activation,8576128,Vertebrata,Eukaryota
5811,Sp3,Acsbg1,Activation,16125341,Vertebrata,Euk+Bac
5812,Sp3,Acta2,Activation,12110667,Vertebrata,Eukaryota
5813,Sp3,Adcy4,Unknown,18388192,Vertebrata,Eumetazoa
5814,Sp3,Ahr,Activation,9778040,Vertebrata,Eumetazoa
5815,Sp3,Alox8,Unknown,14711820,Vertebrata,Euk+Bac
5816,Sp3,Ang2,Activation,17670746,Vertebrata,Vertebrata
5817,Sp3,Angpt2,Activation,17670746,Vertebrata,Vertebrata
5818,Sp3,Angpt2,Repression,16413606,Vertebrata,Vertebrata
5819,Sp3,Bmp2,Unknown,17317039,Vertebrata,Eumetazoa
5820,Sp3,Bsg,Activation,11814679,Vertebrata,Eumetazoa
5821,Sp3,Cdh5,Activation,21464949,Vertebrata,Vertebrata
5822,Sp3,Cdk5r1,Unknown,11724806,Vertebrata,Eumetazoa
5823,Sp3,Cdk5r2,Unknown,19437621,Vertebrata,Eumetazoa
5824,Sp3,Cdkn1a,Activation,8995437,Vertebrata,Eumetazoa
5825,Sp3,Cdkn1a,Unknown,23066038,Vertebrata,Eumetazoa
5826,Sp3,Cebpa,Activation,11050170,Vertebrata,Eumetazoa
5827,Sp3,Ces2c,Unknown,15283701,Vertebrata,Euk+Bac
5828,Sp3,Col2a1,Repression,11447232,Vertebrata,Eumetazoa
5829,Sp3,Csf1,Activation,8407965,Vertebrata,Vertebrata
5830,Sp3,Dck,Unknown,15548386,Vertebrata,Eukaryota
5831,Sp3,Dmd,Activation,15550398,Vertebrata,Opisthokonta
5832,Sp3,Dnm1,Unknown,11809758,Vertebrata,Eukaryota
5833,Sp3,Dnmt1,Activation,12071960,Vertebrata,Cellular_organisms
5834,Sp3,Epas1,Unknown,16394508,Vertebrata,Eumetazoa
5835,Sp3,Fbln1,Unknown,11829738,Vertebrata,Eumetazoa
5836,Sp3,Gabra6,Unknown,17652716,Vertebrata,Eumetazoa
5837,Sp3,Ghr,Activation,15604202,Vertebrata,Vertebrata
5838,Sp3,Ghr,Unknown,11390427,Vertebrata,Vertebrata
5839,Sp3,Gpc4,Activation,15297147,Vertebrata,Eumetazoa
5840,Sp3,Hgf,Activation,9223667,Vertebrata,Eukaryota
5841,Sp3,Hmga2,Activation,12799440,Vertebrata,Vertebrata
5842,Sp3,Hmga2,Unknown,11802722,Vertebrata,Vertebrata
5843,Sp3,Hrasls5,Activation,12054540,Vertebrata,
5844,Sp3,Ifitm5,Activation,23530031,Vertebrata,Vertebrata
5845,Sp3,Il10,Activation,10861063,Vertebrata,Vertebrata
5846,Sp3,Il10,Unknown,10861064,Vertebrata,Vertebrata
5847,Sp3,Il6,Unknown,15688401,Vertebrata,Vertebrata
5848,Sp3,Itga6,Activation,17652716,Vertebrata,Eumetazoa
5849,Sp3,Kcnn3,Repression,20682843,Vertebrata,
5850,Sp3,Lama1,Activation,12519763;15220343,Vertebrata,Eukaryota
5851,Sp3,Lipe,Activation,11812735,Vertebrata,
5852,Sp3,Lmna,Unknown,15219855,Vertebrata,Eumetazoa
5853,Sp3,Lpl,Unknown,15755745,Vertebrata,Eumetazoa
5854,Sp3,Mapk1,Unknown,10727414,Vertebrata,Eukaryota
5855,Sp3,Mertk,Unknown,12153576,Vertebrata,Opisthokonta
5856,Sp3,Met,Repression,10713700,Vertebrata,Eumetazoa
5857,Sp3,Met,Unknown,12473536,Vertebrata,Eumetazoa
5858,Sp3,Mgp,Repression,19306294,Vertebrata,Vertebrata
5859,Sp3,Riox2,Unknown,24324617,Vertebrata,Opisthokonta
5860,Sp3,Muc5ac,Unknown,14570593,Vertebrata,
5861,Sp3,Nanog,Activation,16541131,Vertebrata,Mammalia
5862,Sp3,Nanog,Repression,16541131,Vertebrata,Mammalia
5863,Sp3,Nes,Unknown,15135078,Vertebrata,Eukaryota
5864,Sp3,Nos3,Unknown,15180995,Vertebrata,Euk+Bac
5865,Sp3,Nrgn,Activation,21068393,Vertebrata,Mammalia
5866,Sp3,Oas1g,Unknown,10567409,Vertebrata,
5867,Sp3,Oprd1,Repression,12890683,Vertebrata,Eumetazoa
5868,Sp3,Oprm1,Activation,12670713,Vertebrata,
5869,Sp3,Oprm1,Repression,17130167,Vertebrata,
5870,Sp3,Oprm1,Unknown,15703380;9765304,Vertebrata,
5871,Sp3,Pcyt1a,Activation,10744779,Vertebrata,Eukaryota
5872,Sp3,Pde6b,Repression,15781457,Vertebrata,Opisthokonta
5873,Sp3,Pgr,Unknown,20087433,Vertebrata,Vertebrata
5874,Sp3,Pla2g16,Unknown,12054540,Vertebrata,
5875,Sp3,Prkra,Activation,16339759,Vertebrata,Eumetazoa
5876,Sp3,Proc,Activation,21745612,Vertebrata,Euk+Bac
5877,Sp3,Ptdss1,Activation,21068393,Vertebrata,Eukaryota
5878,Sp3,Ptgs2,Activation,17012241,Vertebrata,Eukaryota
5879,Sp3,Rac2,Activation,10098607,Vertebrata,Eukaryota
5880,Sp3,Ren1,Activation,14761860,Vertebrata,Eukaryota
5881,Sp3,Rest,Unknown,17130167,Vertebrata,Vertebrata
5882,Sp3,Rho,Unknown,15781457,Vertebrata,Eumetazoa
5883,Sp3,Sdc1,Unknown,22134060,Vertebrata,Eumetazoa
5884,Sp3,Setdb1,Activation,17142323,Vertebrata,Eukaryota
5885,Sp3,Slc2a3,Repression,15054091,Vertebrata,Euk+Bac
5886,Sp3,Slc9a2,Repression,11287330,Vertebrata,Cellular_organisms
5887,Sp3,Socs3,Unknown,22311708,Vertebrata,Eumetazoa
5888,Sp3,Sod3,Activation,15451065,Vertebrata,Cellular_organisms
5889,Sp3,Sp1,Repression,19306294,Vertebrata,
5890,Sp3,Sp1,Unknown,9164849,Vertebrata,
5891,Sp3,Star,Unknown,16109738,Vertebrata,Vertebrata
5892,Sp3,Tal1,Unknown,9786909,Vertebrata,Eumetazoa
5893,Sp3,Tert,Activation,15511642,Vertebrata,Eukaryota
5894,Sp3,Tert,Unknown,11562751,Vertebrata,Eukaryota
5895,Sp3,Tesc,Activation,20540995,Vertebrata,Eukaryota
5896,Sp3,Tfap2c,Unknown,12801994,Vertebrata,Eumetazoa
5897,Sp3,Tnk1,Unknown,19481140,Vertebrata,Eukaryota
5898,Sp3,Tspo,Unknown,17402746,Vertebrata,Cellular_organisms
5899,Sp3,Txlng,Repression,23463631,Vertebrata,Eukaryota
5900,Sp3,Ucp2,Unknown,11150307,Vertebrata,Eukaryota
5901,Sp3,Ucp3,Activation,24391766,Vertebrata,Eukaryota
5902,Sp3,Vegfa,Activation,14662796,Vertebrata,Vertebrata
5903,Sp3,Vegfa,Unknown,9264407,Vertebrata,Vertebrata
5904,Sp3,Zfp143,Activation,10657238,Vertebrata,
5905,Sp4,Cdk5r1,Unknown,11724806,Eumetazoa,Eumetazoa
5906,Sp4,Gria1,Unknown,24576410,Eumetazoa,Eukaryota
5907,Sp4,Nrgn,Activation,21068393,Eumetazoa,Mammalia
5908,Sp4,Pde6b,Unknown,15781457,Eumetazoa,Opisthokonta
5909,Sp4,Ptdss1,Unknown,21068393,Eumetazoa,Eukaryota
5910,Sp4,Rho,Activation,15781457,Eumetazoa,Eumetazoa
5911,Sp4,Slc9a2,Repression,11287330,Eumetazoa,Cellular_organisms
5912,Sp4,Vegfa,Unknown,15374992,Eumetazoa,Vertebrata
5913,Sp5,Cdkn1a,Repression,17090534,Eumetazoa,Eumetazoa
5914,Sp7,Bglap,Unknown,21820092,Vertebrata,Vertebrata
5915,Sp7,Bglap2,Activation,21820092,Vertebrata,Vertebrata
5916,Sp7,Bglap2,Unknown,24106268,Vertebrata,Vertebrata
5917,Sp7,Col5a1,Activation,20888414,Vertebrata,Eumetazoa
5918,Sp7,Col5a3,Activation,20206127;20888414,Vertebrata,Opisthokonta
5919,Sp7,Ctnnb1,Unknown,18458345,Vertebrata,Eumetazoa
5920,Sp7,Dkk1,Activation,18458345;22459449,Vertebrata,Eumetazoa
5921,Sp7,Dmp1,Unknown,23430263,Vertebrata,Mammalia
5922,Sp7,Dspp,Activation,19783797,Vertebrata,Mammalia
5923,Sp7,Dspp,Unknown,23430263,Vertebrata,Mammalia
5924,Sp7,Gja3,Activation,23376077,Vertebrata,Eumetazoa
5925,Sp7,Ibsp,Unknown,24106268,Vertebrata,Vertebrata
5926,Sp7,Ifitm5,Activation,23530031,Vertebrata,Vertebrata
5927,Sp7,Mir93,Repression,22467200,Vertebrata,
5928,Sp7,Sp7,Activation,20816666,Vertebrata,Vertebrata
5929,Sp7,Satb2,Activation,21828043,Vertebrata,Vertebrata
5930,Sp7,Sost,Activation,20816666,Vertebrata,Eumetazoa
5931,Sp7,Sost,Repression,20816666,Vertebrata,Eumetazoa
5932,Sp7,Spp1,Unknown,24106268,Vertebrata,Mammalia
5933,Sp7,Vegfa,Unknown,22750006,Vertebrata,Vertebrata
5934,Sp8,Fgf10,Unknown,15358670,Eumetazoa,Eumetazoa
5935,Sp8,Fgf8,Activation,17509151,Eumetazoa,Eumetazoa
5936,Sp8,Fgf8,Unknown,16571633,Eumetazoa,Eumetazoa
5937,Sp8,Nr2f1,Repression,23307639,Eumetazoa,Eumetazoa
5938,Sp9,Fgf8,Unknown,15358670,Eumetazoa,Eumetazoa
5939,Spdef,Birc5,Repression,16897429,,Opisthokonta
5940,Spdef,Cdkn1a,Unknown,20139077,,Eumetazoa
5941,Spdef,Foxj1,Activation,17347682,,Opisthokonta
5942,Spdef,Scgb1a1,Activation,17347682,,Mammalia
5943,Spdef,Sftpc,Activation,17347682,,Mammalia
5944,Spdef,Sox17,Activation,17347682,,Eumetazoa
5945,Spen,Col2a1,Repression,15778499,Eumetazoa,Eumetazoa
5946,Spi1,Acp5,Unknown,11481336,Vertebrata,Euk+Bac
5947,Spi1,Aif1,Activation,11861656,Vertebrata,Eukaryota
5948,Spi1,Bcl2l11,Repression,23852375,Vertebrata,Mammalia
5949,Spi1,Ccl5,Activation,16707500,Vertebrata,Vertebrata
5950,Spi1,Cd1d1,Unknown,16002702,Vertebrata,Vertebrata
5951,Spi1,Csf1r,Activation,16455978;7964503,Vertebrata,Vertebrata
5952,Spi1,Csf1r,Unknown,19339695,Vertebrata,Vertebrata
5953,Spi1,Dcstamp,Unknown,17402846,Vertebrata,Vertebrata
5954,Spi1,Elane,Unknown,8756629,Vertebrata,Eumetazoa
5955,Spi1,Elf1,Unknown,20525788,Vertebrata,Eumetazoa
5956,Spi1,Fcer1g,Activation,18629488,Vertebrata,Vertebrata
5957,Spi1,Fes,Activation,9368014,Vertebrata,Eumetazoa
5958,Spi1,Flt3,Activation,24810486,Vertebrata,Vertebrata
5959,Spi1,H2-Ab1,Repression,9442396,Vertebrata,Vertebrata
5960,Spi1,Igh,Activation,14993928,Vertebrata,
5961,Spi1,Ighm,Activation,10435575;8754855,Vertebrata,
5962,Spi1,Igl,Activation,14688320,Vertebrata,
5963,Spi1,Il1b,Activation,22454293,Vertebrata,Vertebrata
5964,Spi1,Il7r,Unknown,11869689;15944284,Vertebrata,Vertebrata
5965,Spi1,Il9,Activation,22904310,Vertebrata,Mammalia
5966,Spi1,Irf8,Activation,24810486;26054719,Vertebrata,Eumetazoa
5967,Spi1,Itga2b,Activation,10210321,Vertebrata,Eumetazoa
5968,Spi1,Itgb3,Unknown,18288635,Vertebrata,Eumetazoa
5969,Spi1,Med1,Activation,10210321,Vertebrata,Eumetazoa
5970,Spi1,Mef2c,Unknown,19169261,Vertebrata,Opisthokonta
5971,Spi1,Mmp13,Repression,9178763,Vertebrata,Vertebrata
5972,Spi1,Mrc1,Repression,9354684,Vertebrata,Eumetazoa
5973,Spi1,Ncf1,Activation,22454293,Vertebrata,Opisthokonta
5974,Spi1,Ncf4,Activation,22454293,Vertebrata,Eumetazoa
5975,Spi1,Nfkb1,Unknown,25733685,Vertebrata,Eumetazoa
5976,Spi1,Oprm1,Repression,14998994,Vertebrata,
5977,Spi1,Pirb,Activation,21555536,Vertebrata,
5978,Spi1,Ptgds,Activation,18680724,Vertebrata,Vertebrata
5979,Spi1,Ptgds,Unknown,19181746,Vertebrata,Vertebrata
5980,Spi1,Ptprc,Activation,11114304,Vertebrata,Vertebrata
5981,Spi1,Ptpro,Unknown,19167354,Vertebrata,Eukaryota
5982,Spi1,Scn8a,Activation,17924165,Vertebrata,Eumetazoa
5983,Spi1,Tal1,Unknown,9786909,Vertebrata,Eumetazoa
5984,Spi1,Tal2,Unknown,24086757,Vertebrata,Eumetazoa
5985,Spi1,Tec,Unknown,19843184;9177279,Vertebrata,Eukaryota
5986,Spi1,Tlr4,Activation,16093364,Vertebrata,Eumetazoa
5987,Spi1,Tnf,Activation,19646961;22454293,Vertebrata,Vertebrata
5988,Spib,Blnk,Unknown,22956576,Eumetazoa,Vertebrata
5989,Spib,Fcer2a,Activation,21057087,Eumetazoa,
5990,Spib,Igl,Activation,14688320,Eumetazoa,
5991,Spib,Nfkb1,Activation,25769919,Eumetazoa,Eumetazoa
5992,Spib,P2ry10,Unknown,10567398,Eumetazoa,Mammalia
5993,Spic,Cd5l,Unknown,16127159,Eumetazoa,Mammalia
5994,Spic,Fcer2a,Activation,21057087,Eumetazoa,
5995,Spic,Fcgr2b,Unknown,16887979,Eumetazoa,
5996,Spic,Mmp12,Unknown,16127159,Eumetazoa,Mammalia
5997,Spic,Nfkb1,Activation,25769919,Eumetazoa,Eumetazoa
5998,Srebf1,Abca3,Activation,17890326,Eumetazoa,Eukaryota
5999,Srebf1,Abcd2,Activation,18834645,Eumetazoa,Euk+Bac
6000,Srebf1,Acaca,Activation,23137031,Eumetazoa,Eukaryota
6001,Srebf1,Acss2,Activation,11435428;11739104,Eumetazoa,Cellular_organisms
6002,Srebf1,Adipoq,Activation,18669923,Eumetazoa,Vertebrata
6003,Srebf1,Ankrd2,Activation,23824195,Eumetazoa,Vertebrata
6004,Srebf1,Cd5l,Activation,22493063,Eumetazoa,Mammalia
6005,Srebf1,Cdkn1a,Activation,16199872,Eumetazoa,Eumetazoa
6006,Srebf1,Cidea,Activation,20542418;20575761;22278400,Eumetazoa,Vertebrata
6007,Srebf1,Clu,Activation,21549685,Eumetazoa,Vertebrata
6008,Srebf1,Cyp8b1,Activation,15249218,Eumetazoa,Cellular_organisms
6009,Srebf1,Elovl3,Activation,17003504,Eumetazoa,Eukaryota
6010,Srebf1,Elovl5,Unknown,19136075,Eumetazoa,Eukaryota
6011,Srebf1,Fabp6,Unknown,11684682,Eumetazoa,Eumetazoa
6012,Srebf1,Fas,Activation,10962028,Eumetazoa,Vertebrata
6013,Srebf1,Fas,Unknown,11855808,Eumetazoa,Vertebrata
6014,Srebf1,Fasn,Activation,11855808;23137031;9421459,Eumetazoa,Euk+Bac
6015,Srebf1,Fasn,Unknown,11790787;16891625;17197698;17456898;18281474;22279139,Eumetazoa,Euk+Bac
6016,Srebf1,Fbxw7,Repression,22710480,Eumetazoa,Eukaryota
6017,Srebf1,Gck,Unknown,11855808,Eumetazoa,Euk+Bac
6018,Srebf1,Gpam,Activation,9054427,Eumetazoa,Euk+Bac
6019,Srebf1,Gpam,Unknown,22721968,Eumetazoa,Euk+Bac
6020,Srebf1,Hmgcr,Unknown,19095962,Eumetazoa,Euk_Archaea
6021,Srebf1,Hmox1,Unknown,17452746,Eumetazoa,Euk+Bac
6022,Srebf1,Il17a,Repression,21266768,Eumetazoa,Mammalia
6023,Srebf1,Kcnj3,Repression,18060044,Eumetazoa,Euk+Bac
6024,Srebf1,Lep,Activation,9421459,Eumetazoa,Vertebrata
6025,Srebf1,Lipe,Activation,16234270,Eumetazoa,
6026,Srebf1,Mstn,Unknown,18334608;24451368,Eumetazoa,Eumetazoa
6027,Srebf1,Nlrp1a,Activation,21531336,Eumetazoa,Opisthokonta
6028,Srebf1,Npc1,Activation,18272928,Eumetazoa,Eukaryota
6029,Srebf1,Nr0b2,Activation,15123650,Eumetazoa,Eumetazoa
6030,Srebf1,Pla2g6,Activation,20032468,Eumetazoa,Eukaryota
6031,Srebf1,Ppargc1a,Activation,19962449,Eumetazoa,Eumetazoa
6032,Srebf1,Ptgds,Unknown,17439953,Eumetazoa,Vertebrata
6033,Srebf1,Retn,Activation,15489540,Eumetazoa,Mammalia
6034,Srebf1,Scd1,Unknown,11414710;22279139,Eumetazoa,Euk+Bac
6035,Srebf1,Slc2a4,Activation,16787385,Eumetazoa,Euk+Bac
6036,Srebf1,Thrsp,Activation,23348573,Eumetazoa,Eumetazoa
6037,Srebf2,Acss2,Activation,11435428;11739104,Eumetazoa,Cellular_organisms
6038,Srebf2,Cdkn1a,Activation,16199872,Eumetazoa,Eumetazoa
6039,Srebf2,Cyp3a11,Repression,20926756,Eumetazoa,Cellular_organisms
6040,Srebf2,Fabp6,Unknown,11684682,Eumetazoa,Eumetazoa
6041,Srebf2,Hmgcr,Unknown,19095962,Eumetazoa,Euk_Archaea
6042,Srebf2,Hmgcs1,Unknown,23709690,Eumetazoa,Cellular_organisms
6043,Srebf2,Hmox1,Unknown,17452746,Eumetazoa,Euk+Bac
6044,Srebf2,Hnf4a,Repression,19179483,Eumetazoa,Eumetazoa
6045,Srebf2,Mvk,Activation,17300749,Eumetazoa,Cellular_organisms
6046,Srebf2,Npc1,Activation,18272928,Eumetazoa,Eukaryota
6047,Srebf2,Pcsk9,Activation,17921436;22992388,Eumetazoa,Euk+Bac
6048,Srebf2,Srd5a2,Unknown,19500568,Eumetazoa,Euk+Bac
6049,Srf,Acta2,Unknown,19269978,Eukaryota,Eukaryota
6050,Srf,Actg2,Unknown,10993896,Eukaryota,Eukaryota
6051,Srf,Aqp2,Unknown,19190182,Eukaryota,Euk+Bac
6052,Srf,Barx2,Unknown,12486129,Eukaryota,Vertebrata
